project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P57599,2024-10-04,2025-04-27,223,205,7,47,18,-18,0.4,High
P24905,2021-06-28,2021-11-02,144,127,25,30,5,-17,0.56,High
P24906,2021-06-28,2021-10-20,119,114,5,49,14,-5,0.3,High
P39209,2022-12-02,2023-05-24,156,173,20,12,11,17,0.09,High
P16477,2020-08-24,2021-03-02,210,190,11,91,17,-20,0.2,High
P23393,2021-05-04,2021-12-19,174,229,11,4,12,55,-0.05,High
P47536,2023-10-02,2024-04-17,160,198,7,38,17,38,0.26,High
P48587,2023-11-10,2024-03-29,169,140,12,2,16,-29,0.36,High
P10289,2020-01-11,2020-09-06,187,239,24,64,18,52,0.01,High
P39453,2022-12-11,2023-03-01,61,80,19,42,4,19,0.44,High
P53658,2024-05-13,2024-10-01,117,141,16,68,3,24,0.55,High
P33649,2022-05-13,2022-09-15,72,125,28,41,0,53,0.03,High
P53988,2024-05-25,2024-07-06,68,42,29,76,18,-26,0.09,High
P15496,2020-07-19,2021-04-02,230,257,12,61,15,27,0.31,High
P33990,2022-05-26,2022-10-26,161,153,8,79,17,-8,0.01,High
P59863,2024-12-26,2025-08-07,189,224,23,9,17,35,0.28,High
P47273,2023-09-23,2023-11-12,75,50,14,56,8,-25,0.03,Low
P53268,2024-04-29,2024-10-21,201,175,17,63,12,-26,0.06,High
P17829,2020-10-12,2021-04-29,146,199,15,76,7,53,0.26,High
P27081,2021-09-15,2022-06-14,226,272,11,38,18,46,0.01,High
P29615,2021-12-17,2022-05-13,163,147,22,52,5,-16,0.41,High
P23357,2021-05-02,2022-01-01,235,244,29,0,17,9,0.21,High
P50031,2024-01-01,2024-07-18,181,199,11,30,18,18,0.24,High
P28842,2021-11-19,2022-07-03,205,226,8,16,16,21,0.42,High
P47213,2023-09-21,2024-05-07,225,229,9,48,9,4,0.39,High
P41740,2023-03-05,2023-10-29,227,238,21,97,9,11,0.13,Medium
P51356,2024-02-19,2024-05-28,79,99,13,19,6,20,0.57,High
P43542,2023-05-09,2023-10-13,134,157,12,51,16,23,0.24,High
P45504,2023-07-20,2023-12-27,161,160,29,6,13,-1,0.27,High
P26883,2021-09-08,2022-02-07,128,152,21,54,1,24,0.34,High
P51601,2024-02-28,2024-05-30,107,92,29,97,11,-15,0.16,High
P42537,2023-04-03,2023-11-28,227,239,16,98,7,12,0.38,High
P52036,2024-03-15,2024-06-12,101,89,28,77,6,-12,-0.06,Low
P38960,2022-11-23,2023-05-09,132,167,23,85,4,35,0.49,High
P16369,2020-08-20,2020-10-31,97,72,29,8,6,-25,-0.03,Low
P37976,2022-10-18,2023-05-06,204,200,29,40,2,-4,0.13,Medium
P43036,2023-04-21,2023-09-19,156,151,13,37,16,-5,0.2,High
P13379,2020-05-03,2020-06-26,82,54,6,0,14,-28,0.45,High
P50367,2024-01-14,2024-07-16,159,184,19,95,1,25,0.05,Medium
P58284,2024-10-29,2025-01-08,93,71,21,24,17,-22,-0.09,High
P45746,2023-07-29,2023-12-27,165,151,25,6,11,-14,0.31,High
P54578,2024-06-16,2025-02-24,233,253,24,97,2,20,-0.04,Medium
P57342,2024-09-24,2025-02-16,145,145,24,50,5,0,0.2,Medium
P29644,2021-12-18,2022-08-14,225,239,26,78,9,14,0.1,Medium
P14078,2020-05-28,2020-10-10,106,135,12,11,4,29,0.19,Medium
P31956,2022-03-12,2022-11-20,200,253,29,58,6,53,0.36,High
P33496,2022-05-08,2022-10-28,170,173,25,11,7,3,0.07,Low
P29838,2021-12-25,2022-02-22,82,59,12,75,3,-23,0.29,High
P58491,2024-11-05,2025-04-10,166,156,28,50,12,-10,-0.04,High
P19869,2020-12-26,2021-06-15,131,171,18,4,5,40,0.05,High
P16107,2020-08-11,2021-03-10,177,211,6,22,3,34,0.14,High
P29928,2021-12-28,2022-07-01,192,185,16,63,15,-7,0.03,High
P13827,2020-05-19,2020-11-23,170,188,16,41,19,18,0.48,High
P52855,2024-04-14,2024-11-04,207,204,20,54,9,-3,0.21,High
P57368,2024-09-25,2025-03-01,136,157,26,74,13,21,0.37,High
P44262,2023-06-05,2024-01-18,217,227,29,15,19,10,0.23,High
P41966,2023-03-13,2023-07-31,99,140,11,71,8,41,0.42,High
P56548,2024-08-26,2024-11-19,93,85,13,39,14,-8,0.31,High
P22905,2021-04-16,2022-01-24,233,283,8,49,7,50,0.35,High
P28657,2021-11-12,2022-04-02,97,141,27,47,1,44,0.09,High
P21770,2021-03-05,2021-08-16,162,164,8,81,7,2,0.2,Medium
P24037,2021-05-27,2021-11-29,150,186,9,84,10,36,0.05,High
P41221,2023-02-14,2023-06-28,102,134,20,49,5,32,0.41,High
P41128,2023-02-10,2023-06-01,118,111,28,43,11,-7,0.42,High
P33494,2022-05-08,2022-08-22,63,106,14,59,6,43,0.35,High
P15304,2020-07-12,2021-02-09,221,212,7,46,3,-9,0.43,High
P29487,2021-12-12,2022-05-11,124,150,12,9,6,26,0.55,High
P24113,2021-05-30,2022-01-17,224,232,19,34,10,8,0.3,High
P14527,2020-06-14,2021-01-14,188,214,16,3,9,26,0.37,High
P39253,2022-12-04,2023-06-09,189,187,10,69,1,-2,0.2,Medium
P12476,2020-03-31,2020-09-28,141,181,6,92,17,40,-0.05,High
P12656,2020-04-06,2020-08-24,165,140,5,73,8,-25,0.21,High
P50349,2024-01-13,2024-07-21,147,190,18,62,13,43,0.51,High
P48547,2023-11-08,2024-06-08,220,213,18,14,12,-7,0.59,High
P39603,2022-12-17,2023-04-01,103,105,27,41,0,2,0.39,High
P43779,2023-05-18,2024-01-12,213,239,15,3,7,26,0.21,High
P46373,2023-08-21,2023-11-19,113,90,27,90,15,-23,0.07,High
P53998,2024-05-25,2024-12-27,164,216,26,11,7,52,-0.02,High
P36436,2022-08-23,2023-04-23,217,243,6,29,14,26,0.53,High
P19690,2020-12-19,2021-06-07,162,170,26,79,8,8,0.57,High
P51695,2024-03-02,2024-05-22,97,81,27,79,14,-16,0.3,High
P53620,2024-05-12,2024-11-27,187,199,13,59,4,12,0.37,High
P46039,2023-08-09,2024-01-26,145,170,23,77,16,25,0.08,High
P29647,2021-12-18,2022-04-14,73,117,20,81,13,44,0.2,High
P43938,2023-05-24,2023-08-04,68,72,5,73,11,4,0.54,High
P18274,2020-10-29,2021-06-23,184,237,11,70,14,53,0.15,High
P21106,2021-02-09,2021-06-11,74,122,11,71,16,48,0.27,High
P45639,2023-07-25,2024-03-11,231,230,15,11,2,-1,0.14,Medium
P30746,2022-01-27,2022-09-20,214,236,25,67,7,22,0.38,High
P49502,2023-12-13,2024-08-20,226,251,8,49,8,25,0.49,High
P31828,2022-03-08,2022-06-08,63,92,5,50,17,29,-0.01,High
P41927,2023-03-11,2023-11-12,205,246,15,60,2,41,0.34,High
P32908,2022-04-16,2022-10-13,146,180,16,69,9,34,0.6,High
P23963,2021-05-24,2022-01-29,200,250,23,52,7,50,0.31,High
P23988,2021-05-25,2022-01-20,226,240,26,86,14,14,0.42,High
P53758,2024-05-17,2025-02-06,206,265,23,13,14,59,0.05,High
P23439,2021-05-05,2021-07-13,71,69,22,25,18,-2,0.54,High
P43064,2023-04-22,2023-11-18,216,210,5,92,18,-6,0.54,High
P29623,2021-12-17,2022-07-16,202,211,20,20,5,9,-0.03,Low
P53305,2024-04-30,2024-09-05,102,128,18,8,17,26,-0.06,High
P38394,2022-11-02,2023-01-10,65,69,25,87,6,4,0.34,High
P14173,2020-06-01,2020-08-25,107,85,16,87,18,-22,0.19,High
P37167,2022-09-19,2023-03-05,162,167,20,79,4,5,0.04,Low
P39590,2022-12-16,2023-04-30,146,135,21,99,7,-11,0.1,Low
P29196,2021-12-02,2022-06-03,178,183,16,17,17,5,0.27,High
P33993,2022-05-26,2022-12-06,157,194,28,31,10,37,0.18,High
P52657,2024-04-06,2024-09-18,150,165,14,33,0,15,0.03,Medium
P11597,2020-02-28,2020-07-07,99,130,7,25,15,31,0.22,High
P14994,2020-07-01,2020-12-27,123,179,5,90,18,56,0.47,High
P13208,2020-04-27,2020-08-29,151,124,23,40,18,-27,-0.02,High
P18066,2020-10-21,2021-05-20,160,211,21,40,12,51,0.57,High
P24888,2021-06-27,2022-04-12,232,289,24,31,4,57,-0.1,High
P19868,2020-12-26,2021-03-24,92,88,28,78,7,-4,-0.03,Low
P56708,2024-09-01,2025-04-15,205,226,14,58,14,21,0.44,High
P30690,2022-01-25,2022-09-18,177,236,25,12,3,59,0.45,High
P24263,2021-06-04,2022-01-20,234,230,16,39,10,-4,0.17,Medium
P38496,2022-11-06,2023-03-08,90,122,14,19,11,32,0.2,High
P46756,2023-09-04,2024-05-12,197,251,11,63,18,54,0.15,High
P41214,2023-02-13,2023-07-20,127,157,13,12,10,30,0.05,Medium
P26344,2021-08-19,2021-12-03,96,106,26,86,16,10,0.12,High
P29309,2021-12-06,2022-04-01,137,116,20,70,12,-21,0.21,High
P23294,2021-04-30,2021-08-15,62,107,22,81,14,45,0.46,High
P35995,2022-08-07,2023-01-03,155,149,28,73,17,-6,0.07,High
P40327,2023-01-12,2023-06-09,176,148,14,69,4,-28,0.44,High
P51142,2024-02-11,2024-09-22,168,224,15,91,14,56,0.39,High
P17419,2020-09-27,2021-03-13,185,167,9,82,1,-18,-0.01,Low
P46987,2023-09-12,2024-06-13,239,275,9,78,18,36,-0.01,High
P50634,2024-01-23,2024-06-24,136,153,29,21,8,17,0.06,Medium
P47002,2023-09-13,2024-01-12,91,121,22,64,12,30,0.33,High
P42570,2023-04-04,2023-07-13,78,100,22,22,13,22,0.22,High
P43094,2023-04-23,2023-12-20,215,241,8,96,19,26,0.52,High
P49187,2023-12-02,2024-03-16,117,105,7,74,12,-12,0.38,High
P38133,2022-10-24,2023-02-13,114,112,5,27,12,-2,-0.09,High
P15955,2020-08-05,2021-04-08,193,246,8,63,13,53,0.16,High
P52335,2024-03-26,2024-11-14,176,233,8,30,3,57,0.58,High
P15547,2020-07-21,2021-04-25,234,278,15,48,15,44,0.12,High
P56382,2024-08-20,2025-01-01,100,134,29,23,4,34,-0.01,High
P18868,2020-11-19,2020-12-21,60,32,28,49,17,-28,0.08,High
P27945,2021-10-17,2022-04-11,202,176,20,93,10,-26,0.33,High
P59008,2024-11-24,2025-04-30,112,157,12,80,4,45,0.58,High
P35609,2022-07-24,2022-12-27,100,156,7,46,7,56,0.36,High
P39214,2022-12-02,2023-02-26,92,86,7,75,8,-6,0.47,High
P35457,2022-07-18,2022-12-23,117,158,19,1,2,41,0.29,High
P11133,2020-02-11,2020-04-16,60,65,11,71,0,5,0.18,Medium
P50874,2024-02-01,2024-04-14,68,73,22,62,10,5,0.54,High
P45855,2023-08-02,2023-10-13,96,72,25,47,15,-24,0.52,High
P29784,2021-12-23,2022-06-25,188,184,17,55,0,-4,0.19,Medium
P25028,2021-07-02,2021-10-19,95,109,13,59,15,14,0.52,High
P36610,2022-08-29,2022-12-08,92,101,18,82,0,9,0.54,High
P48827,2023-11-18,2024-02-17,114,91,20,11,9,-23,0.1,Low
P56983,2024-09-11,2025-03-26,193,196,8,75,13,3,-0.1,High
P46626,2023-08-30,2024-04-16,235,230,22,0,11,-5,0.12,High
P14207,2020-06-02,2020-09-08,62,98,13,22,18,36,-0.07,High
P10291,2020-01-11,2020-09-04,194,237,23,56,11,43,0.31,High
P35356,2022-07-15,2023-02-28,170,228,12,20,18,58,0.17,High
P57375,2024-09-26,2025-02-27,119,154,21,29,19,35,0.42,High
P25733,2021-07-28,2021-12-12,80,137,23,93,10,57,0.45,High
P49244,2023-12-04,2024-07-11,239,220,22,95,2,-19,0.38,High
P15647,2020-07-25,2020-11-11,129,109,28,83,5,-20,-0.08,Low
P22983,2021-04-19,2021-11-02,174,197,23,93,18,23,0.23,High
P20972,2021-02-04,2021-07-09,139,155,8,56,15,16,0.15,High
P22178,2021-03-20,2021-10-14,170,208,27,88,0,38,0.47,High
P33586,2022-05-11,2022-09-05,73,117,17,47,7,44,0.24,High
P30561,2022-01-20,2022-05-07,93,107,21,5,5,14,-0.02,Medium
P39615,2022-12-17,2023-09-09,208,266,20,92,19,58,-0.06,High
P20810,2021-01-29,2021-07-16,145,168,19,15,17,23,0.09,High
P33546,2022-05-09,2022-07-21,75,73,12,51,18,-2,0.58,High
P35362,2022-07-15,2022-09-08,63,55,28,84,8,-8,0.36,High
P14116,2020-05-30,2020-09-21,82,114,14,58,12,32,0.51,High
P57749,2024-10-09,2025-06-07,231,241,11,38,18,10,0.24,High
P13458,2020-05-06,2020-11-17,204,195,23,9,18,-9,0.58,High
P51240,2024-02-15,2024-06-08,130,114,18,12,17,-16,0.1,High
P20874,2021-02-01,2021-07-30,180,179,22,27,16,-1,0.45,High
P12649,2020-04-06,2020-07-27,98,112,8,60,14,14,0.37,High
P16143,2020-08-12,2020-11-05,84,85,24,6,2,1,0.43,High
P45663,2023-07-26,2023-11-27,71,124,18,34,14,53,0.13,High
P42464,2023-03-31,2023-08-01,133,123,20,7,10,-10,0.54,High
P22819,2021-04-13,2021-11-10,180,211,17,87,16,31,-0.07,High
P30834,2022-01-30,2022-06-06,99,127,9,72,7,28,0.05,Medium
P55591,2024-07-23,2025-02-05,175,197,15,2,18,22,0.45,High
P14321,2020-06-06,2021-02-02,215,241,21,5,7,26,0.52,High
P59041,2024-11-26,2025-05-28,141,183,10,98,1,42,0.57,High
P13602,2020-05-11,2020-07-31,60,81,27,81,13,21,0.15,High
P35737,2022-07-28,2023-01-24,200,180,24,57,16,-20,0.02,High
P41621,2023-02-28,2023-08-31,130,184,8,23,10,54,0.13,High
P31752,2022-03-05,2022-05-12,85,68,18,99,9,-17,0.12,Medium
P10536,2020-01-20,2020-04-02,96,73,7,3,13,-23,0.13,High
P16772,2020-09-04,2021-04-11,169,219,16,16,16,50,0.34,High
P58773,2024-11-16,2025-03-28,103,132,19,15,10,29,0.3,High
P34012,2022-05-26,2022-07-20,65,55,29,64,2,-10,-0.09,Low
P10452,2020-01-17,2020-11-07,238,295,22,41,19,57,0.15,High
P24916,2021-06-28,2022-01-05,205,191,15,61,13,-14,0.31,High
P11389,2020-02-20,2020-10-02,238,225,23,59,14,-13,0.29,High
P37624,2022-10-05,2023-01-13,115,100,6,50,18,-15,0.3,High
P56555,2024-08-27,2025-04-03,185,219,21,8,7,34,0.59,High
P36423,2022-08-22,2023-01-03,131,134,24,59,12,3,0.15,High
P47361,2023-09-26,2024-01-01,126,97,22,19,11,-29,0.42,High
P23608,2021-05-11,2021-07-25,85,75,22,60,8,-10,-0.01,Low
P40660,2023-01-24,2023-04-09,99,75,22,57,5,-24,0.5,High
P28662,2021-11-12,2022-02-14,97,94,16,73,17,-3,0.07,High
P19224,2020-12-02,2021-04-15,85,134,7,73,13,49,0.11,High
P39915,2022-12-28,2023-07-03,210,187,25,53,17,-23,0.2,High
P34607,2022-06-17,2022-12-28,151,194,28,57,2,43,0.44,High
P46819,2023-09-06,2024-03-11,142,187,20,45,4,45,0.09,High
P53187,2024-04-26,2024-09-12,146,139,28,58,7,-7,0.16,Medium
P55700,2024-07-26,2025-04-30,225,278,11,53,4,53,0.5,High
P45410,2023-07-17,2023-11-30,120,136,6,16,17,16,-0.03,High
P51542,2024-02-26,2024-05-29,103,93,21,3,19,-10,0.34,High
P18204,2020-10-26,2021-05-17,196,203,19,35,13,7,-0.09,High
P21749,2021-03-05,2021-10-27,190,236,28,88,15,46,0.4,High
P32856,2022-04-14,2022-11-10,239,210,19,44,6,-29,0.45,High
P22419,2021-03-29,2021-11-07,167,223,28,99,9,56,0.24,High
P46132,2023-08-12,2024-04-03,235,235,13,90,6,0,0.56,High
P19989,2020-12-30,2021-04-17,73,108,14,87,5,35,0.01,High
P39078,2022-11-27,2023-02-14,68,79,10,67,2,11,0.08,Medium
P10263,2020-01-10,2020-07-15,211,187,26,82,2,-24,0.56,High
P20084,2021-01-03,2021-09-27,238,267,8,21,5,29,0.32,High
P13744,2020-05-16,2021-01-25,234,254,13,18,3,20,0.26,High
P35268,2022-07-11,2022-11-28,106,140,20,50,1,34,0.54,High
P50356,2024-01-13,2024-09-15,228,246,17,0,3,18,-0.06,Medium
P17344,2020-09-25,2021-02-02,117,130,21,92,15,13,0.59,High
P48291,2023-10-30,2024-06-18,215,232,25,49,18,17,0.3,High
P54899,2024-06-27,2024-09-03,74,68,20,43,2,-6,0.56,High
P15438,2020-07-17,2020-12-28,140,164,29,48,5,24,0.16,Medium
P43488,2023-05-08,2024-01-21,202,258,20,37,15,56,0.42,High
P20469,2021-01-17,2021-06-05,106,139,16,66,14,33,0.26,High
P20280,2021-01-10,2021-06-15,177,156,24,51,4,-21,0.28,High
P42435,2023-03-30,2023-11-26,231,241,24,36,19,10,0.52,High
P22637,2021-04-06,2021-08-13,121,129,27,0,13,8,0.39,High
P37343,2022-09-25,2023-05-04,172,221,14,34,13,49,0.24,High
P13289,2020-04-30,2020-09-01,71,124,19,72,10,53,0.13,High
P17240,2020-09-21,2021-05-05,198,226,13,93,11,28,0.42,High
P22224,2021-03-22,2021-10-07,225,199,28,27,12,-26,0.49,High
P34052,2022-05-28,2022-11-26,199,182,10,23,13,-17,0.6,High
P17968,2020-10-17,2021-02-24,145,130,28,27,4,-15,-0.02,Low
P44988,2023-07-01,2024-02-13,175,227,26,57,0,52,0.07,High
P30715,2022-01-26,2022-03-25,79,58,23,30,9,-21,0.55,High
P10760,2020-01-28,2020-06-23,144,147,24,8,14,3,0.17,High
P14510,2020-06-13,2020-09-10,62,89,19,45,6,27,0.32,High
P36799,2022-09-05,2022-12-14,97,100,23,65,13,3,0.37,High
P49845,2023-12-26,2024-09-25,220,274,22,23,5,54,0.02,High
P35184,2022-07-08,2023-01-24,201,200,11,89,10,-1,-0.03,Low
P50912,2024-02-03,2024-04-15,64,72,27,79,16,8,0.16,High
P10563,2020-01-21,2020-08-15,203,207,11,39,17,4,0.55,High
P13261,2020-04-29,2020-06-12,68,44,18,33,15,-24,0.57,High
P44276,2023-06-05,2023-12-20,214,198,9,63,4,-16,0.51,High
P59877,2024-12-26,2025-06-19,204,175,17,10,13,-29,-0.08,High
P46085,2023-08-10,2024-04-08,215,242,18,60,8,27,0.58,High
P41815,2023-03-07,2023-11-29,238,267,9,20,15,29,-0.07,High
P59199,2024-12-01,2025-02-17,74,78,12,62,8,4,0.6,High
P27991,2021-10-19,2022-03-15,147,147,12,89,19,0,-0.03,High
P22570,2021-04-04,2021-10-13,174,192,26,42,6,18,0.27,High
P59576,2024-12-15,2025-04-22,98,128,15,28,4,30,0.57,High
P16531,2020-08-26,2021-04-21,211,238,12,58,6,27,-0.08,Medium
P11638,2020-02-29,2020-06-06,105,98,27,56,17,-7,0.09,High
P21711,2021-03-03,2021-08-26,151,176,11,81,18,25,0.3,High
P35723,2022-07-28,2023-03-28,224,243,15,57,12,19,0.33,High
P30055,2022-01-02,2022-04-21,112,109,25,52,10,-3,0.28,High
P58464,2024-11-04,2025-02-27,78,115,29,83,9,37,0.23,High
P19437,2020-12-10,2021-05-27,134,168,19,53,12,34,0.31,High
P53849,2024-05-20,2024-10-18,101,151,22,44,9,50,0.22,High
P34265,2022-06-05,2023-01-21,187,230,10,38,0,43,0.38,High
P34508,2022-06-14,2022-09-02,103,80,28,86,16,-23,0.36,High
P46018,2023-08-08,2024-01-06,122,151,16,3,5,29,0.27,High
P25281,2021-07-12,2021-12-04,105,145,19,8,19,40,0.13,High
P16941,2020-09-10,2021-03-09,205,180,20,78,14,-25,0.41,High
P58542,2024-11-07,2025-06-27,218,232,5,70,6,14,0.4,High
P20362,2021-01-13,2021-07-28,153,196,17,16,7,43,0.33,High
P28935,2021-11-22,2022-03-31,133,129,15,79,18,-4,0.18,High
P19008,2020-11-24,2021-06-12,174,200,14,22,0,26,-0.07,Medium
P49535,2023-12-14,2024-06-07,155,176,9,79,14,21,0.53,High
P17123,2020-09-17,2020-10-31,69,44,10,91,8,-25,0.33,High
P32957,2022-04-18,2022-09-03,160,138,10,79,0,-22,-0.06,Low
P51005,2024-02-06,2024-09-06,206,213,10,14,18,7,0.18,High
P58001,2024-10-19,2025-06-21,236,245,29,44,11,9,0.12,High
P27600,2021-10-04,2022-03-31,125,178,15,90,19,53,0.25,High
P36769,2022-09-04,2023-04-17,212,225,21,20,10,13,0.18,Medium
P43464,2023-05-07,2024-01-26,207,264,15,76,15,57,0.51,High
P33351,2022-05-02,2022-10-13,174,164,27,19,16,-10,0.29,High
P26858,2021-09-07,2022-01-09,77,124,22,61,15,47,0.18,High
P13737,2020-05-16,2021-01-06,224,235,5,62,17,11,0.6,High
P16145,2020-08-12,2020-11-27,114,107,26,78,2,-7,0.55,High
P57313,2024-09-23,2025-04-05,211,194,5,7,7,-17,0.27,High
P23552,2021-05-09,2021-10-25,119,169,19,37,16,50,0.32,High
P10690,2020-01-26,2020-04-07,94,72,10,21,2,-22,0.44,High
P38799,2022-11-17,2023-04-09,84,143,15,5,19,59,-0.05,High
P57862,2024-10-13,2025-01-06,81,85,5,28,9,4,-0.02,Low
P10554,2020-01-21,2020-10-02,199,255,12,63,9,56,0.12,High
P29889,2021-12-27,2022-06-12,177,167,18,42,10,-10,0.54,High
P45332,2023-07-14,2023-10-11,62,89,9,7,11,27,-0.02,High
P43636,2023-05-13,2023-09-09,80,119,26,35,8,39,0.0,High
P11876,2020-03-09,2020-08-21,156,165,22,18,9,9,-0.08,Low
P57436,2024-09-28,2025-07-15,238,290,14,96,4,52,0.46,High
P10147,2020-01-06,2020-05-04,87,119,29,30,6,32,0.54,High
P45510,2023-07-20,2024-02-27,230,222,8,92,3,-8,0.56,High
P17972,2020-10-18,2021-03-19,152,152,6,65,5,0,0.42,High
P11415,2020-02-21,2020-10-17,213,239,8,68,1,26,0.01,Medium
P46839,2023-09-07,2024-05-09,232,245,21,47,5,13,0.07,Medium
P17428,2020-09-28,2021-03-19,183,172,20,61,14,-11,0.19,High
P31617,2022-02-28,2022-10-16,207,230,19,28,6,23,0.49,High
P53795,2024-05-18,2024-09-11,109,116,20,60,8,7,0.22,High
P53372,2024-05-02,2024-10-12,114,163,12,42,17,49,0.39,High
P45231,2023-07-10,2023-12-28,183,171,17,18,8,-12,0.53,High
P43249,2023-04-29,2023-09-07,158,131,27,93,0,-27,0.03,Low
P39653,2022-12-18,2023-04-29,100,132,24,41,3,32,0.47,High
P26431,2021-08-23,2022-03-19,219,208,10,20,12,-11,0.57,High
P15864,2020-08-02,2020-12-30,138,150,18,28,17,12,0.51,High
P17333,2020-09-24,2020-12-15,71,82,9,83,9,11,0.34,High
P24882,2021-06-27,2021-10-23,138,118,9,89,6,-20,0.15,Medium
P21906,2021-03-10,2021-04-10,60,31,27,78,4,-29,0.36,High
P26307,2021-08-18,2022-03-30,231,224,5,26,18,-7,0.44,High
P40281,2023-01-10,2023-04-24,82,104,10,37,4,22,0.45,High
P33759,2022-05-17,2022-09-08,144,114,6,39,14,-30,0.57,High
P53294,2024-04-30,2024-12-01,234,215,8,20,14,-19,0.24,High
P36902,2022-09-09,2023-05-26,226,259,7,36,10,33,0.01,High
P53473,2024-05-06,2024-08-01,117,87,24,23,7,-30,0.32,High
P32939,2022-04-17,2022-08-05,64,110,13,22,0,46,0.3,High
P57652,2024-10-06,2025-01-17,107,103,19,52,19,-4,0.26,High
P14941,2020-06-29,2020-09-20,99,83,27,97,18,-16,0.2,High
P14704,2020-06-20,2020-10-15,126,117,18,67,7,-9,0.5,High
P21197,2021-02-12,2021-08-06,130,175,14,83,10,45,0.4,High
P10461,2020-01-17,2020-05-21,98,125,7,16,2,27,-0.06,Medium
P13969,2020-05-24,2021-01-15,177,236,24,36,17,59,0.52,High
P39385,2022-12-09,2023-05-04,146,146,26,76,18,0,0.33,High
P40074,2023-01-03,2023-09-06,224,246,14,68,14,22,0.38,High
P21399,2021-02-20,2021-08-15,184,176,18,61,18,-8,0.34,High
P43716,2023-05-16,2023-10-17,114,154,29,92,1,40,0.57,High
P23772,2021-05-17,2021-11-21,203,188,18,0,0,-15,0.2,Medium
P50176,2024-01-07,2024-02-24,72,48,6,80,13,-24,0.29,High
P16995,2020-09-12,2021-02-23,176,164,21,57,14,-12,0.21,High
P18926,2020-11-21,2021-05-04,105,164,21,61,18,59,0.03,High
P19803,2020-12-24,2021-05-14,165,141,22,72,15,-24,0.35,High
P24759,2021-06-23,2021-08-17,63,55,6,11,14,-8,0.53,High
P48224,2023-10-27,2024-01-06,69,71,5,63,15,2,0.35,High
P48432,2023-11-04,2024-04-18,147,166,26,64,2,19,0.03,Medium
P36788,2022-09-05,2022-12-13,72,99,24,29,6,27,-0.01,Medium
P39817,2022-12-24,2023-05-08,83,135,9,94,9,52,-0.08,High
P36870,2022-09-08,2023-05-08,192,242,12,49,11,50,0.19,High
P54101,2024-05-29,2024-11-18,192,173,19,95,15,-19,0.49,High
P39845,2022-12-25,2023-06-01,149,158,23,87,16,9,-0.08,High
P58880,2024-11-20,2025-02-21,96,93,19,96,11,-3,0.51,High
P50206,2024-01-08,2024-08-25,228,230,16,40,10,2,0.57,High
P12771,2020-04-11,2020-12-09,197,242,25,37,7,45,0.06,High
P19205,2020-12-02,2021-04-09,134,128,20,47,17,-6,0.29,High
P34672,2022-06-20,2022-09-04,66,76,5,93,19,10,0.07,High
P11090,2020-02-09,2020-07-30,174,172,5,43,4,-2,0.46,High
P36706,2022-09-02,2023-05-30,216,270,6,49,14,54,0.56,High
P48946,2023-11-23,2024-02-15,79,84,7,36,13,5,0.07,High
P14393,2020-06-09,2020-11-04,142,148,19,69,17,6,0.02,High
P13772,2020-05-17,2021-01-10,183,238,20,29,7,55,0.3,High
P19605,2020-12-16,2021-05-12,168,147,18,91,9,-21,0.18,Medium
P52006,2024-03-14,2024-06-13,84,91,5,24,5,7,-0.0,Low
P51474,2024-02-23,2024-07-06,112,134,21,61,11,22,0.59,High
P34653,2022-06-19,2022-11-07,114,141,19,26,1,27,0.34,High
P39829,2022-12-25,2023-06-29,131,186,15,34,8,55,0.18,High
P44033,2023-05-27,2023-11-08,129,165,16,31,6,36,0.54,High
P34800,2022-06-24,2023-03-06,208,255,21,22,11,47,0.51,High
P25644,2021-07-25,2022-01-23,210,182,24,84,16,-28,0.23,High
P45976,2023-08-06,2023-11-11,88,97,29,95,4,9,0.55,High
P11756,2020-03-05,2020-10-19,176,228,18,7,16,52,-0.02,High
P51747,2024-03-04,2024-12-11,235,282,8,76,10,47,0.54,High
P33808,2022-05-19,2023-01-10,218,236,9,87,5,18,0.03,Medium
P27593,2021-10-04,2022-06-27,207,266,21,42,9,59,0.58,High
P44839,2023-06-26,2023-12-21,176,178,6,11,17,2,0.01,High
P59004,2024-11-24,2025-07-13,223,231,10,57,18,8,0.06,High
P32247,2022-03-23,2022-10-27,164,218,20,92,9,54,0.38,High
P22100,2021-03-17,2021-10-30,196,227,9,27,0,31,0.13,High
P48701,2023-11-14,2024-01-29,76,76,19,97,13,0,0.27,High
P54824,2024-06-25,2024-10-30,94,127,8,19,12,33,0.44,High
P50972,2024-02-05,2024-08-28,147,205,29,95,18,58,0.57,High
P14112,2020-05-30,2020-09-07,126,100,16,1,17,-26,-0.06,High
P52425,2024-03-29,2024-09-24,174,179,25,69,12,5,-0.1,High
P49876,2023-12-27,2024-02-09,74,44,10,37,18,-30,0.27,High
P26437,2021-08-23,2022-04-10,217,230,23,63,5,13,-0.02,Medium
P12762,2020-04-10,2020-08-31,137,143,6,5,11,6,0.32,High
P52749,2024-04-10,2024-08-16,130,128,16,4,18,-2,0.22,High
P30307,2022-01-11,2022-06-24,144,164,20,23,19,20,0.55,High
P34586,2022-06-16,2022-09-22,122,98,17,36,13,-24,0.37,High
P41152,2023-02-11,2023-07-31,198,170,6,3,2,-28,-0.07,Low
