project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P28324,2021-10-31,2022-07-18,210,260,9,73,3,50,0.36,High
P41446,2023-02-22,2023-07-20,132,148,11,51,19,16,0.34,High
P44782,2023-06-24,2024-03-29,222,279,5,3,19,57,0.48,High
P45832,2023-08-01,2024-01-08,190,160,24,74,6,-30,0.17,Medium
P47194,2023-09-20,2024-04-07,188,200,6,35,19,12,0.22,High
P43037,2023-04-21,2023-12-18,209,241,21,26,7,32,-0.08,High
P46950,2023-09-11,2024-04-16,166,218,7,86,13,52,0.15,High
P45558,2023-07-22,2024-03-14,205,236,12,43,12,31,0.49,High
P51262,2024-02-15,2024-06-06,65,112,12,59,3,47,-0.09,High
P51009,2024-02-06,2024-07-08,139,153,6,75,19,14,0.08,High
P51818,2024-03-07,2024-06-30,132,115,27,2,8,-17,-0.06,Low
P36811,2022-09-06,2022-11-26,108,81,18,60,2,-27,0.06,Low
P26112,2021-08-11,2021-12-12,90,123,10,59,6,33,-0.07,High
P16597,2020-08-28,2020-12-24,120,118,12,0,2,-2,0.06,Low
P37320,2022-09-24,2023-05-31,210,249,14,38,14,39,0.45,High
P12488,2020-03-31,2020-09-07,141,160,12,13,1,19,0.55,High
P12811,2020-04-12,2020-06-21,90,70,5,85,8,-20,0.22,High
P28092,2021-10-22,2022-06-07,200,228,25,76,7,28,0.46,High
P57901,2024-10-15,2025-03-18,123,154,7,55,5,31,0.45,High
P36092,2022-08-10,2022-12-24,118,136,14,81,12,18,0.5,High
P50742,2024-01-27,2024-09-01,190,218,12,25,8,28,0.29,High
P26040,2021-08-08,2021-12-20,118,134,14,96,15,16,0.45,High
P32492,2022-04-01,2022-07-28,122,118,14,56,19,-4,-0.05,High
P46170,2023-08-13,2024-02-23,165,194,16,4,1,29,0.14,Medium
P39725,2022-12-21,2023-05-07,166,137,8,38,6,-29,0.4,High
P43391,2023-05-04,2023-11-11,200,191,29,55,0,-9,0.18,Medium
P14819,2020-06-24,2020-10-30,155,128,6,38,6,-27,0.15,Medium
P11082,2020-02-09,2020-10-08,216,242,10,65,17,26,0.44,High
P13825,2020-05-19,2020-12-08,212,203,17,97,4,-9,-0.06,Low
P46729,2023-09-03,2024-03-16,211,195,24,33,16,-16,0.24,High
P14072,2020-05-28,2020-11-22,158,178,7,89,10,20,-0.07,Medium
P44664,2023-06-19,2023-12-19,167,183,9,44,4,16,0.52,High
P46326,2023-08-19,2024-04-10,231,235,21,52,17,4,0.37,High
P24621,2021-06-17,2021-11-19,142,155,19,55,1,13,0.22,High
P45859,2023-08-02,2024-03-28,189,239,18,19,18,50,0.21,High
P14972,2020-06-30,2020-08-26,66,57,7,76,3,-9,-0.08,Low
P37959,2022-10-18,2023-02-25,71,130,5,63,11,59,0.16,High
P46990,2023-09-12,2023-12-08,66,87,6,33,18,21,0.39,High
P50984,2024-02-05,2024-06-23,126,139,23,78,17,13,0.58,High
P48540,2023-11-08,2024-03-02,135,115,18,68,16,-20,-0.03,High
P51008,2024-02-06,2024-04-18,97,72,16,39,16,-25,0.14,High
P44632,2023-06-18,2023-11-04,110,139,19,29,6,29,0.26,High
P38625,2022-11-11,2023-06-08,154,209,25,44,6,55,0.03,High
P30448,2022-01-16,2022-05-12,130,116,28,5,14,-14,0.22,High
P21218,2021-02-13,2021-09-13,193,212,23,11,13,19,0.52,High
P51320,2024-02-18,2024-07-30,188,163,6,46,4,-25,0.12,Medium
P20321,2021-01-11,2021-02-23,71,43,5,5,2,-28,0.5,High
P38142,2022-10-24,2023-03-14,110,141,25,41,10,31,0.45,High
P22065,2021-03-16,2021-09-25,202,193,12,61,18,-9,0.56,High
P47267,2023-09-23,2024-01-25,153,124,10,36,6,-29,0.41,High
P27455,2021-09-29,2021-12-19,111,81,15,18,2,-30,-0.06,Low
P34464,2022-06-12,2022-12-02,194,173,8,54,7,-21,-0.1,Low
P39500,2022-12-13,2023-07-30,228,229,25,34,13,1,0.56,High
P14410,2020-06-10,2021-02-13,237,248,29,59,16,11,0.44,High
P34876,2022-06-27,2022-10-19,126,114,16,33,0,-12,0.06,Low
P43486,2023-05-07,2023-11-07,202,184,17,72,16,-18,-0.09,High
P32911,2022-04-16,2022-09-21,129,158,27,32,9,29,0.3,High
P37712,2022-10-09,2023-01-15,87,98,27,19,0,11,0.28,High
P19413,2020-12-09,2021-08-22,208,256,12,80,3,48,0.55,High
P29320,2021-12-06,2022-07-13,216,219,5,83,18,3,0.36,High
P30975,2022-02-05,2022-07-13,113,158,8,24,19,45,0.01,High
P39177,2022-12-01,2023-05-17,111,167,10,36,4,56,0.21,High
P53494,2024-05-07,2024-07-11,75,65,21,33,5,-10,-0.04,Low
P32252,2022-03-23,2022-11-20,185,242,6,98,16,57,0.42,High
P15835,2020-08-01,2020-11-11,97,102,19,86,8,5,0.5,High
P56556,2024-08-27,2025-01-14,93,140,23,49,15,47,0.35,High
P11211,2020-02-14,2020-06-03,137,110,19,55,17,-27,0.15,High
P53485,2024-05-07,2024-09-20,117,136,13,55,15,19,0.49,High
P34639,2022-06-18,2022-09-02,83,76,17,56,16,-7,0.52,High
P14871,2020-06-26,2020-12-21,144,178,14,38,17,34,0.1,High
P21488,2021-02-23,2021-06-23,127,120,10,94,10,-7,0.57,High
P40768,2023-01-28,2023-02-27,60,30,18,52,5,-30,0.44,High
P49954,2023-12-30,2024-03-11,94,72,7,80,12,-22,0.31,High
P38517,2022-11-07,2023-05-01,149,175,29,17,15,26,0.07,High
P44461,2023-06-12,2023-12-13,134,184,29,96,6,50,-0.06,High
P12270,2020-03-23,2020-07-22,86,121,26,75,6,35,0.06,High
P44796,2023-06-24,2024-01-28,201,218,6,25,1,17,0.52,High
P20594,2021-01-21,2021-09-04,200,226,7,68,2,26,0.15,Medium
P51993,2024-03-13,2024-10-03,190,204,6,95,18,14,0.03,High
P12359,2020-03-27,2020-10-01,217,188,18,59,11,-29,0.02,High
P52068,2024-03-16,2024-05-31,99,76,18,26,13,-23,0.44,High
P53126,2024-04-23,2024-08-15,88,114,18,29,11,26,0.47,High
P42161,2023-03-20,2023-06-19,91,91,24,20,17,0,0.42,High
P25580,2021-07-22,2022-01-13,180,175,19,11,8,-5,0.47,High
P52007,2024-03-14,2024-06-11,103,89,26,98,1,-14,0.5,High
P42604,2023-04-05,2023-12-13,225,252,6,5,14,27,0.52,High
P37234,2022-09-21,2022-12-27,92,97,25,62,3,5,0.07,Low
P24419,2021-06-10,2021-09-09,67,91,16,69,4,24,-0.01,Medium
P28973,2021-11-23,2022-05-22,156,180,10,96,0,24,0.2,Medium
P30458,2022-01-17,2022-05-31,81,134,25,46,15,53,0.07,High
P23625,2021-05-12,2022-01-02,235,235,17,0,9,0,0.49,High
P13926,2020-05-23,2021-01-21,225,243,20,66,17,18,0.41,High
P45456,2023-07-18,2023-11-24,136,129,26,86,17,-7,-0.01,High
P59023,2024-11-25,2025-06-26,237,213,15,25,16,-24,-0.04,High
P39526,2022-12-14,2023-05-23,161,160,28,17,0,-1,0.4,High
P23255,2021-04-29,2021-11-26,235,211,15,59,16,-24,0.02,High
P41539,2023-02-25,2023-09-05,134,192,8,80,16,58,-0.02,High
P43718,2023-05-16,2023-09-18,136,125,6,97,11,-11,0.37,High
P45843,2023-08-02,2023-12-19,159,139,24,3,19,-20,0.43,High
P39663,2022-12-19,2023-03-23,93,94,21,75,4,1,0.54,High
P33042,2022-04-21,2022-10-12,121,174,21,22,1,53,0.16,High
P23634,2021-05-12,2021-10-07,125,148,12,90,11,23,0.51,High
P20570,2021-01-21,2021-09-13,226,235,6,56,11,9,0.48,High
P40509,2023-01-19,2023-09-05,203,229,11,87,17,26,-0.05,High
P59835,2024-12-25,2025-05-31,177,157,14,7,13,-20,0.24,High
P51196,2024-02-13,2024-07-17,149,155,18,56,12,6,0.13,High
P42527,2023-04-02,2023-07-31,73,120,20,72,16,47,0.32,High
P37680,2022-10-07,2022-12-14,60,68,13,97,14,8,0.33,High
P52609,2024-04-05,2025-01-25,236,295,27,61,10,59,0.55,High
P30107,2022-01-04,2022-06-10,141,157,13,68,6,16,0.13,Medium
P27057,2021-09-14,2022-01-19,134,127,11,66,12,-7,0.52,High
P34619,2022-06-18,2022-08-16,68,59,17,61,14,-9,0.36,High
P54058,2024-05-28,2024-11-11,157,167,9,69,17,10,0.28,High
P15427,2020-07-17,2020-10-30,76,105,25,62,7,29,-0.07,Medium
P41935,2023-03-12,2023-08-23,183,164,8,30,9,-19,0.02,Low
P47093,2023-09-16,2023-12-21,69,96,16,97,13,27,0.01,High
P58167,2024-10-25,2025-04-18,175,175,19,38,0,0,0.1,Low
P28981,2021-11-24,2022-03-04,96,100,26,31,7,4,0.18,Medium
P31937,2022-03-12,2022-06-05,95,85,15,37,1,-10,0.05,Low
P20644,2021-01-23,2021-05-19,137,116,13,20,14,-21,0.01,High
P16123,2020-08-11,2020-11-19,62,100,17,21,11,38,0.13,High
P27816,2021-10-12,2022-05-21,178,221,26,9,5,43,0.4,High
P38137,2022-10-24,2023-03-18,91,145,16,87,0,54,0.26,High
P24822,2021-06-25,2021-10-19,93,116,22,28,4,23,0.43,High
P42020,2023-03-15,2023-10-28,219,227,22,0,16,8,-0.02,High
P18755,2020-11-15,2021-04-05,124,141,22,20,16,17,-0.09,High
P30636,2022-01-23,2022-05-25,118,122,12,82,7,4,-0.1,Low
P24111,2021-05-30,2021-08-01,74,63,23,2,12,-11,-0.02,High
P11806,2020-03-06,2020-08-06,149,153,24,79,14,4,0.41,High
P34183,2022-06-02,2022-12-29,188,210,19,52,18,22,0.06,High
P26853,2021-09-07,2022-01-08,134,123,21,90,0,-11,0.29,High
P22116,2021-03-18,2021-08-28,128,163,6,85,15,35,0.27,High
P27135,2021-09-17,2022-05-22,234,247,19,75,15,13,0.42,High
P33825,2022-05-20,2022-09-26,144,129,23,54,12,-15,0.26,High
P40157,2023-01-06,2023-09-02,224,239,11,64,1,15,0.37,High
P24167,2021-06-01,2021-09-05,116,96,8,82,0,-20,0.38,High
P22342,2021-03-26,2021-08-14,126,141,5,8,19,15,0.19,High
P22817,2021-04-13,2021-11-08,210,209,22,55,18,-1,-0.06,High
P51555,2024-02-26,2024-08-07,155,163,12,93,10,8,-0.02,Low
P31419,2022-02-21,2022-10-08,225,229,16,63,9,4,0.01,Low
P22620,2021-04-05,2021-07-12,67,98,6,49,0,31,0.22,High
P20276,2021-01-10,2021-05-14,68,124,24,44,12,56,0.4,High
P35018,2022-07-02,2023-03-30,215,271,27,26,7,56,0.32,High
P42666,2023-04-07,2023-08-30,157,145,11,93,17,-12,-0.04,High
P17719,2020-10-08,2020-11-13,62,36,20,86,5,-26,0.04,Low
P23144,2021-04-25,2021-08-08,129,105,25,40,15,-24,0.53,High
P19290,2020-12-05,2021-04-17,125,133,17,38,9,8,0.59,High
P53136,2024-04-24,2024-09-19,118,148,27,15,2,30,0.33,High
P47683,2023-10-08,2024-03-29,163,173,8,55,11,10,0.57,High
P23383,2021-05-03,2021-08-05,92,94,29,40,0,2,0.45,High
P19103,2020-11-28,2021-02-06,90,70,13,76,6,-20,0.32,High
P51239,2024-02-15,2024-08-30,153,197,7,43,17,44,0.04,High
P10792,2020-01-29,2020-03-08,65,39,28,4,0,-26,0.17,Medium
P26198,2021-08-14,2022-05-27,237,286,23,35,3,49,0.55,High
P27165,2021-09-18,2021-12-08,81,81,25,58,14,0,-0.02,High
P21833,2021-03-08,2021-10-18,217,224,29,96,1,7,0.42,High
P26654,2021-08-31,2022-02-11,175,164,25,1,0,-11,-0.0,Low
P49980,2023-12-31,2024-07-13,184,195,5,79,14,11,0.15,High
P40669,2023-01-25,2023-07-21,184,177,20,31,4,-7,0.15,Medium
P49695,2023-12-20,2024-04-30,102,132,21,80,3,30,0.26,High
P43024,2023-04-21,2023-12-14,213,237,14,66,18,24,-0.03,High
P35203,2022-07-09,2022-11-30,147,144,19,5,13,-3,0.39,High
P10050,2020-01-02,2020-04-03,112,92,13,81,12,-20,0.23,High
P36022,2022-08-08,2023-03-12,178,216,23,26,9,38,0.38,High
P33310,2022-05-01,2022-11-10,134,193,17,77,8,59,0.27,High
P54141,2024-05-31,2024-08-05,92,66,13,3,9,-26,0.43,High
P39733,2022-12-21,2023-05-18,94,148,10,80,15,54,0.21,High
P30089,2022-01-03,2022-05-03,147,120,23,6,4,-27,0.14,Medium
P41525,2023-02-25,2023-07-10,122,135,9,85,10,13,0.46,High
P51839,2024-03-07,2024-07-17,104,132,16,11,10,28,0.41,High
P57132,2024-09-17,2025-02-18,140,154,9,92,6,14,0.59,High
P50330,2024-01-12,2024-07-25,159,195,28,73,11,36,0.22,High
P46900,2023-09-09,2024-03-15,130,188,19,92,15,58,0.16,High
P50558,2024-01-21,2024-08-17,175,209,13,29,13,34,0.34,High
P21551,2021-02-25,2021-04-20,67,54,26,38,8,-13,0.25,High
P34513,2022-06-14,2022-10-04,105,112,24,54,1,7,0.1,Low
P37515,2022-10-01,2023-05-03,194,214,20,15,11,20,0.23,High
P34040,2022-05-27,2022-12-01,214,188,29,88,11,-26,0.01,High
P30037,2022-01-01,2022-08-07,238,218,11,7,8,-20,-0.04,Low
P44272,2023-06-05,2024-01-03,198,212,27,40,17,14,-0.01,High
P34455,2022-06-12,2022-10-28,135,138,12,92,17,3,0.18,High
P30242,2022-01-09,2022-04-18,113,99,28,53,7,-14,0.07,Low
P32397,2022-03-28,2022-09-02,172,158,27,36,2,-14,0.22,High
P44263,2023-06-05,2024-01-29,221,238,5,93,3,17,0.34,High
P26668,2021-08-31,2022-01-14,92,136,21,56,15,44,0.52,High
P29104,2021-11-28,2022-06-24,163,208,17,6,18,45,0.11,High
P34561,2022-06-15,2022-10-29,79,136,28,44,17,57,0.29,High
P37886,2022-10-15,2023-05-14,172,211,5,24,8,39,0.56,High
P26965,2021-09-11,2022-01-05,72,116,17,70,17,44,0.35,High
P31323,2022-02-17,2022-08-21,145,185,12,96,17,40,0.36,High
P16319,2020-08-18,2021-03-27,210,221,20,46,2,11,-0.07,Medium
P37764,2022-10-10,2023-03-14,120,155,22,17,10,35,0.09,High
P55821,2024-07-31,2025-01-31,159,184,28,34,6,25,-0.07,Medium
P54995,2024-07-01,2025-03-24,229,266,24,89,2,37,0.38,High
P18552,2020-11-08,2021-01-20,73,73,26,99,2,0,0.01,Low
P21516,2021-02-24,2021-09-22,239,210,22,85,4,-29,0.18,Medium
P37967,2022-10-18,2023-03-01,128,134,26,27,4,6,0.08,Low
P20859,2021-01-31,2021-05-24,60,113,21,10,2,53,0.34,High
P11306,2020-02-17,2020-05-26,63,99,10,83,6,36,-0.05,High
P15098,2020-07-05,2020-11-10,148,128,25,29,16,-20,0.11,High
P20713,2021-01-26,2021-10-04,230,251,28,9,10,21,0.42,High
P23972,2021-05-25,2021-08-26,84,93,5,52,2,9,0.24,High
P18633,2020-11-11,2021-04-24,150,164,17,86,8,14,0.33,High
P41530,2023-02-25,2023-06-22,134,117,5,50,6,-17,0.36,High
P55154,2024-07-07,2025-03-06,235,242,21,42,2,7,0.55,High
P54069,2024-05-28,2024-08-26,61,90,6,52,5,29,-0.06,Medium
P12769,2020-04-11,2020-08-15,128,126,15,86,8,-2,0.1,Low
P55945,2024-08-04,2025-01-23,181,172,5,66,11,-9,0.46,High
P11181,2020-02-13,2020-09-20,215,220,9,64,9,5,0.22,High
P54240,2024-06-03,2024-11-02,121,152,27,56,16,31,0.6,High
P29276,2021-12-04,2022-05-30,159,177,20,24,18,18,-0.05,High
P52487,2024-03-31,2024-10-10,143,193,17,17,13,50,-0.0,High
P24171,2021-06-01,2021-10-05,105,126,15,70,16,21,0.04,High
P53770,2024-05-17,2025-01-03,214,231,23,68,8,17,0.11,Medium
P47138,2023-09-18,2024-03-18,136,182,28,88,18,46,0.08,High
P57497,2024-09-30,2024-12-15,68,76,5,9,8,8,0.46,High
P29007,2021-11-25,2022-06-03,169,190,5,91,9,21,0.5,High
P21637,2021-02-28,2021-05-26,83,87,10,8,1,4,0.19,Medium
P59539,2024-12-14,2025-06-25,191,193,10,81,5,2,0.54,High
P57055,2024-09-14,2024-12-03,109,80,23,45,14,-29,0.04,High
P38888,2022-11-21,2023-06-13,223,204,22,82,15,-19,-0.02,High
P19654,2020-12-18,2021-03-09,109,81,27,66,4,-28,0.05,Low
P21052,2021-02-07,2021-08-28,160,202,16,23,8,42,-0.03,High
P23921,2021-05-23,2021-12-12,145,203,26,37,19,58,0.51,High
P38338,2022-10-31,2023-02-17,111,109,18,38,13,-2,0.5,High
P11433,2020-02-22,2020-11-07,235,259,9,30,18,24,-0.0,High
P37932,2022-10-17,2023-06-07,213,233,25,11,18,20,0.56,High
P48344,2023-11-01,2024-04-29,140,180,14,55,0,40,0.16,High
P51117,2024-02-10,2024-08-15,206,187,19,53,0,-19,-0.04,Low
P48297,2023-10-30,2024-04-10,185,163,20,77,10,-22,0.55,High
P12494,2020-04-01,2020-07-06,101,96,27,9,15,-5,0.52,High
P27156,2021-09-18,2022-03-22,162,185,25,22,0,23,0.47,High
P12883,2020-04-15,2020-07-16,87,92,6,64,17,5,0.49,High
P35695,2022-07-27,2023-02-07,164,195,26,61,16,31,0.35,High
P29571,2021-12-15,2022-06-27,220,194,28,0,11,-26,0.51,High
P20803,2021-01-29,2021-09-23,197,237,26,85,2,40,0.47,High
P24725,2021-06-21,2022-03-24,221,276,18,10,7,55,0.52,High
P59250,2024-12-03,2025-03-30,131,117,16,25,10,-14,0.02,Low
P41167,2023-02-12,2023-06-16,98,124,25,3,15,26,-0.06,High
P36878,2022-09-08,2023-01-20,82,134,26,79,10,52,0.19,High
P22678,2021-04-08,2021-10-12,166,187,14,70,5,21,0.53,High
P35420,2022-07-17,2022-12-11,134,147,27,59,4,13,-0.05,Medium
P47742,2023-10-10,2024-04-14,216,187,12,95,3,-29,0.43,High
P44176,2023-06-02,2023-10-29,166,149,22,11,14,-17,0.14,High
P24965,2021-06-30,2021-11-01,105,124,10,79,4,19,-0.06,Medium
P55597,2024-07-23,2025-01-02,188,163,27,33,2,-25,0.52,High
P19887,2020-12-27,2021-08-27,190,243,16,94,17,53,0.23,High
P43351,2023-05-03,2023-09-08,146,128,5,34,13,-18,0.55,High
P27269,2021-09-22,2022-05-10,227,230,19,74,3,3,-0.0,Low
P15510,2020-07-20,2021-01-26,205,190,18,30,14,-15,0.03,High
P21191,2021-02-12,2021-10-17,216,247,13,85,15,31,0.16,High
P28366,2021-11-01,2022-06-16,239,227,26,82,1,-12,0.57,High
P10915,2020-02-03,2020-08-01,134,180,15,90,3,46,0.11,High
P23015,2021-04-20,2021-08-27,126,129,5,67,9,3,0.35,High
P42915,2023-04-17,2023-11-05,230,202,7,60,7,-28,0.14,Medium
P32274,2022-03-24,2022-09-10,156,170,24,33,17,14,-0.07,High
P10777,2020-01-29,2020-05-26,138,118,19,40,9,-20,0.37,High
P32818,2022-04-13,2022-06-21,96,69,24,2,18,-27,0.12,High
P37977,2022-10-18,2023-07-25,230,280,21,72,14,50,0.5,High
P30011,2021-12-31,2022-07-05,142,186,26,27,0,44,-0.09,High
P53396,2024-05-03,2024-10-18,198,168,29,95,18,-30,0.18,High
P46437,2023-08-23,2024-03-11,167,201,25,50,5,34,0.41,High
P51999,2024-03-13,2024-07-22,103,131,14,52,16,28,0.46,High
P30032,2022-01-01,2022-10-08,221,280,20,50,3,59,0.58,High
P26944,2021-09-10,2022-03-18,204,189,28,60,19,-15,0.16,High
P12514,2020-04-01,2020-11-02,236,215,13,65,3,-21,-0.1,Low
P46102,2023-08-11,2023-11-13,118,94,16,13,17,-24,0.55,High
P32286,2022-03-24,2022-07-12,88,110,9,46,17,22,0.54,High
P36695,2022-09-01,2023-02-07,167,159,18,47,13,-8,0.0,High
P19624,2020-12-17,2021-03-20,118,93,18,43,2,-25,0.36,High
P25461,2021-07-18,2022-01-24,156,190,15,13,1,34,0.54,High
P20727,2021-01-26,2021-05-02,67,96,23,73,17,29,0.58,High
P19250,2020-12-03,2021-06-12,160,191,9,1,18,31,0.48,High
P42858,2023-04-14,2023-11-22,238,222,25,12,9,-16,0.25,High
P38173,2022-10-25,2023-06-19,229,237,20,1,14,8,-0.07,High
P11308,2020-02-17,2020-06-02,88,106,8,73,17,18,0.3,High
P53627,2024-05-12,2024-11-22,220,194,19,36,3,-26,0.23,High
P23754,2021-05-17,2021-10-01,110,137,5,87,11,27,0.37,High
P50766,2024-01-28,2024-07-23,185,177,8,33,11,-8,0.56,High
P42828,2023-04-13,2023-09-24,185,164,8,59,2,-21,0.05,Low
P49094,2023-11-28,2024-07-08,238,223,26,51,0,-15,0.08,Low
P50698,2024-01-26,2024-06-12,150,138,22,71,10,-12,0.59,High
P35298,2022-07-12,2022-12-26,175,167,17,99,0,-8,0.36,High
P35842,2022-08-01,2022-11-10,70,101,28,35,5,31,0.46,High
P11656,2020-03-01,2020-10-25,207,238,20,87,11,31,0.04,High
P38268,2022-10-29,2023-05-04,204,187,24,90,7,-17,0.42,High
P34190,2022-06-02,2022-11-12,134,163,10,53,1,29,0.42,High
P38845,2022-11-19,2023-02-28,77,101,20,87,13,24,-0.07,High
P45728,2023-07-28,2023-12-11,118,136,29,71,9,18,0.18,Medium
P32229,2022-03-22,2022-08-07,163,138,7,16,0,-25,0.46,High
P12195,2020-03-21,2020-09-20,180,183,21,43,10,3,0.2,Medium
P44352,2023-06-08,2024-03-06,223,272,15,54,6,49,0.47,High
P56426,2024-08-22,2024-12-08,61,108,7,53,15,47,0.43,High
P37512,2022-10-01,2023-06-05,216,247,11,25,10,31,0.06,High
P41482,2023-02-23,2023-08-31,136,189,27,47,4,53,0.51,High
P14701,2020-06-20,2020-10-31,138,133,16,96,3,-5,0.32,High
P51998,2024-03-13,2024-10-12,237,213,8,19,6,-24,0.43,High
P26053,2021-08-09,2022-02-28,188,203,5,50,4,15,0.37,High
P10013,2020-01-01,2020-06-01,163,152,11,86,15,-11,0.18,High
P25418,2021-07-17,2021-12-28,130,164,13,49,16,34,0.24,High
P47685,2023-10-08,2024-01-31,65,115,23,34,8,50,0.2,High
P42583,2023-04-04,2023-10-09,197,188,6,81,6,-9,0.51,High
P24511,2021-06-13,2022-01-10,157,211,25,87,6,54,0.04,High
P55005,2024-07-01,2024-10-04,107,95,12,22,5,-12,0.3,High
P52813,2024-04-12,2024-11-28,235,230,28,21,18,-5,0.04,High
P37514,2022-10-01,2022-11-15,62,45,25,71,0,-17,0.45,High
P26034,2021-08-08,2022-03-08,204,212,9,74,14,8,0.56,High
P54745,2024-06-22,2024-12-16,204,177,23,87,5,-27,0.41,High
P20442,2021-01-16,2021-08-12,229,208,14,38,10,-21,-0.07,Low
P53649,2024-05-13,2024-10-25,169,165,23,63,15,-4,-0.06,High
P33642,2022-05-13,2022-11-19,146,190,8,61,19,44,0.56,High
P33761,2022-05-17,2022-10-25,185,161,24,35,0,-24,0.11,Medium
P10980,2020-02-05,2020-08-14,160,191,21,0,18,31,0.16,High
P10994,2020-02-06,2020-07-13,137,158,17,99,4,21,0.04,Medium
P22281,2021-03-24,2021-10-06,167,196,21,8,15,29,0.4,High
P29690,2021-12-20,2022-06-23,197,185,6,55,4,-12,0.5,High
P11488,2020-02-24,2020-11-10,236,260,10,53,16,24,0.05,High
P23408,2021-05-04,2021-10-01,141,150,10,32,10,9,0.5,High
P17811,2020-10-12,2021-01-13,111,93,7,0,3,-18,0.08,Low
P41025,2023-02-07,2023-08-07,145,181,12,91,0,36,-0.05,High
P44855,2023-06-26,2023-12-12,138,169,25,86,1,31,0.06,High
P12363,2020-03-27,2020-06-25,66,90,17,1,7,24,0.01,Medium
P13878,2020-05-21,2020-12-28,183,221,6,94,15,38,0.56,High
P18967,2020-11-23,2021-06-09,165,198,29,93,18,33,-0.06,High
P16052,2020-08-09,2020-11-03,94,86,24,14,8,-8,0.46,High
P36654,2022-08-31,2023-01-24,145,146,8,34,13,1,0.47,High
P13123,2020-04-24,2020-10-18,190,177,22,94,7,-13,0.34,High
P27885,2021-10-15,2022-06-04,219,232,9,22,6,13,0.11,Medium
P40075,2023-01-03,2023-04-26,137,113,9,76,0,-24,0.47,High
P51272,2024-02-16,2024-07-17,133,152,12,34,3,19,-0.05,Medium
P55391,2024-07-15,2025-03-02,201,230,29,45,1,29,0.14,Medium
P41610,2023-02-28,2023-06-22,142,114,24,82,10,-28,0.42,High
P26423,2021-08-22,2021-11-27,90,97,23,15,8,7,-0.1,Low
P36164,2022-08-13,2023-01-16,101,156,28,73,7,55,0.05,High
P12226,2020-03-22,2020-10-22,222,214,20,91,17,-8,0.2,High
P43011,2023-04-20,2023-11-03,166,197,18,40,9,31,0.51,High
P34950,2022-06-30,2022-08-29,82,60,18,59,12,-22,0.56,High
P28603,2021-11-10,2022-03-18,146,128,20,88,15,-18,0.18,High
P57374,2024-09-26,2025-03-04,104,159,5,84,3,55,0.11,High
P38307,2022-10-30,2023-03-14,155,135,5,18,19,-20,0.14,High
P35656,2022-07-25,2022-10-08,97,75,24,60,0,-22,0.05,Low
P15419,2020-07-16,2020-11-06,85,113,14,63,3,28,0.17,Medium
P36625,2022-08-30,2023-01-09,99,132,25,97,12,33,0.51,High
P52126,2024-03-18,2024-07-22,143,126,22,84,8,-17,0.06,Low
P25445,2021-07-18,2022-04-08,231,264,10,57,15,33,0.33,High
P10421,2020-01-16,2020-06-28,179,164,7,83,16,-15,0.45,High
P53644,2024-05-12,2025-01-11,201,244,12,6,14,43,0.15,High
P57832,2024-10-12,2024-12-28,60,77,27,67,2,17,0.52,High
P25045,2021-07-03,2021-10-13,115,102,13,88,7,-13,0.23,High
P18365,2020-11-01,2021-02-01,68,92,11,98,14,24,0.25,High
P43682,2023-05-15,2023-10-24,106,162,5,64,11,56,-0.01,High
P59221,2024-12-02,2025-04-27,174,146,27,88,5,-28,0.06,Low
P56375,2024-08-20,2024-12-18,81,120,20,6,9,39,0.3,High
P55764,2024-07-29,2025-01-27,151,182,17,78,0,31,0.19,High
P52386,2024-03-27,2024-12-09,234,257,18,33,10,23,0.33,High
P46427,2023-08-23,2023-11-15,74,84,20,90,12,10,0.44,High
P14720,2020-06-21,2021-02-23,189,247,18,72,1,58,0.17,High
P17054,2020-09-14,2021-05-09,183,237,7,65,13,54,0.03,High
P56565,2024-08-27,2025-01-18,127,144,6,7,1,17,0.44,High
P25172,2021-07-08,2021-11-06,133,121,25,23,3,-12,-0.06,Low
P11677,2020-03-02,2020-05-07,92,66,9,11,14,-26,0.36,High
P58072,2024-10-21,2025-06-23,218,245,6,44,5,27,0.06,Medium
P44957,2023-06-30,2024-02-03,228,218,25,35,14,-10,0.01,High
P39640,2022-12-18,2023-02-13,87,57,10,70,16,-30,0.59,High
P22524,2021-04-02,2021-09-24,135,175,9,11,8,40,0.22,High
P15040,2020-07-03,2021-01-05,145,186,21,57,5,41,0.36,High
P26715,2021-09-02,2022-05-02,235,242,5,69,5,7,0.41,High
P10398,2020-01-15,2020-03-11,67,56,29,58,2,-11,0.21,High
P50000,2023-12-31,2024-07-22,156,204,29,23,6,48,0.59,High
P44544,2023-06-15,2023-11-10,89,148,23,12,12,59,0.32,High
P52986,2024-04-18,2024-11-09,228,205,6,20,19,-23,0.58,High
P31023,2022-02-06,2022-03-24,63,46,25,0,10,-17,-0.03,Low
P15379,2020-07-15,2020-09-26,81,73,23,95,18,-8,0.51,High
P20337,2021-01-12,2021-08-09,169,209,22,16,3,40,-0.1,High
P48872,2023-11-20,2024-07-23,217,246,21,1,8,29,0.22,High
P33587,2022-05-11,2022-07-31,84,81,18,11,14,-3,0.29,High
P40102,2023-01-04,2023-06-13,168,160,23,83,8,-8,-0.01,Low
P34679,2022-06-20,2023-02-26,233,251,22,61,9,18,0.03,Medium
